frame_id,timestamp,class_id,class_name,confidence,x0,y0,x1,y1
69,3.400,2,car,0.3825,272.36,191.13,373.32,227.49
70,3.450,2,car,0.3117,273.99,192.53,373.78,227.82
84,4.150,0,person,0.2819,70.83,172.70,95.09,193.82
302,15.050,2,car,0.3327,308.50,182.57,335.81,202.20
305,15.200,2,car,0.4905,308.06,182.35,334.90,203.60
306,15.250,2,car,0.6339,308.47,182.37,334.81,203.95
307,15.300,2,car,0.6842,308.50,181.35,334.12,201.35
308,15.350,2,car,0.6303,308.01,181.14,334.92,200.55
309,15.400,2,car,0.6902,307.91,181.69,334.58,198.83
310,15.450,2,car,0.7034,308.37,181.42,335.66,197.94
311,15.500,2,car,0.7302,306.95,180.39,336.26,199.16
312,15.550,2,car,0.6396,305.78,181.37,336.42,204.64
313,15.600,2,car,0.6667,306.34,181.87,337.39,203.82
314,15.650,2,car,0.6790,305.30,181.57,338.24,203.20
314,15.650,2,car,0.2613,305.53,181.46,339.02,205.90
315,15.700,2,car,0.5241,304.78,181.87,339.36,202.25
315,15.700,2,car,0.3575,304.91,181.27,341.12,206.56
316,15.750,2,car,0.4917,304.46,181.57,339.88,202.46
316,15.750,2,car,0.4548,304.73,180.92,340.84,206.79
317,15.800,2,car,0.3940,303.93,180.09,341.45,206.44
318,15.850,2,car,0.8267,303.37,181.17,342.94,214.26
319,15.900,2,car,0.7660,301.89,181.80,344.95,215.35
320,15.950,2,car,0.6777,300.05,183.07,346.26,213.65
321,16.000,2,car,0.6750,299.70,180.34,346.61,219.54
322,16.050,2,car,0.6440,297.38,179.85,351.41,222.24
323,16.100,2,car,0.7961,295.39,179.40,353.84,228.10
324,16.150,2,car,0.7866,294.33,178.27,357.61,232.89
325,16.200,2,car,0.7916,290.80,177.85,359.73,233.43
326,16.250,2,car,0.7919,288.84,176.47,362.59,234.39
326,16.250,2,car,0.3508,288.76,176.56,364.02,245.58
327,16.300,2,car,0.9016,285.72,177.17,367.91,251.10
330,16.450,2,car,0.3613,272.03,176.95,388.22,265.94
331,16.500,2,car,0.8688,264.21,176.72,400.95,293.10
332,16.550,2,car,0.6067,255.48,174.60,415.30,313.01
333,16.600,2,car,0.8149,240.85,175.72,434.11,336.46
337,16.800,2,car,0.5565,162.23,188.75,591.53,359.93
368,18.350,2,car,0.4952,187.27,172.83,599.12,357.75
369,18.400,2,car,0.3265,192.66,172.56,584.05,358.14
375,18.700,2,car,0.2794,226.65,175.36,506.99,357.40
376,18.750,2,car,0.3859,230.41,177.29,498.87,356.76
377,18.800,2,car,0.5973,235.94,175.19,489.94,355.49
378,18.850,2,car,0.8028,241.11,175.74,476.80,353.98
379,18.900,2,car,0.9151,247.64,176.33,469.63,354.32
380,18.950,2,car,0.9104,250.56,174.79,457.70,345.24
381,19.000,2,car,0.9164,256.14,176.38,453.18,338.35
382,19.050,2,car,0.9140,258.78,175.57,444.81,334.32
383,19.100,2,car,0.8895,263.51,176.39,434.08,321.12
384,19.150,2,car,0.9033,266.61,175.87,431.64,317.18
385,19.200,2,car,0.9144,270.91,176.04,425.33,313.20
386,19.250,2,car,0.8529,273.74,177.56,419.23,297.04
387,19.300,2,car,0.8676,275.07,177.28,413.75,292.31
388,19.350,2,car,0.8511,280.08,178.13,408.54,282.01
389,19.400,2,car,0.8938,281.94,177.09,407.53,280.16
390,19.450,2,car,0.6884,283.61,177.55,404.47,266.21
391,19.500,2,car,0.6741,286.92,176.93,404.38,265.48
392,19.550,2,car,0.8500,289.13,178.55,392.43,256.61
393,19.600,2,car,0.9113,289.21,178.73,389.88,256.50
394,19.650,2,car,0.9162,290.85,177.92,387.93,251.24
395,19.700,2,car,0.8441,290.88,179.57,385.56,248.32
396,19.750,2,car,0.4526,295.09,180.03,383.64,247.05
397,19.800,2,car,0.8853,295.54,178.38,381.87,243.74
398,19.850,2,car,0.8174,296.23,179.15,379.85,242.24
399,19.900,2,car,0.8045,297.09,179.42,377.21,239.25
400,19.950,2,car,0.4310,297.34,179.98,374.64,236.29
400,19.950,2,car,0.3325,297.60,180.02,374.53,236.37
401,20.000,2,car,0.7841,298.47,178.25,370.62,234.20
402,20.050,2,car,0.8427,297.44,179.73,369.19,234.20
403,20.100,2,car,0.8603,296.66,181.37,369.52,233.89
404,20.150,2,car,0.8198,296.91,180.31,369.00,238.65
405,20.200,2,car,0.8375,297.82,180.27,366.75,240.46
406,20.250,2,car,0.8153,298.39,179.37,368.60,239.33
407,20.300,2,car,0.8425,298.82,178.89,364.83,228.77
408,20.350,2,car,0.7720,301.19,180.05,365.24,227.19
409,20.400,2,car,0.7792,300.71,180.10,359.61,224.83
410,20.450,2,car,0.8433,301.50,179.58,361.66,225.24
411,20.500,2,car,0.8329,302.01,179.10,362.04,222.71
412,20.550,2,car,0.8366,302.23,179.24,357.14,221.29
413,20.600,2,car,0.7733,301.92,178.94,356.04,220.60
414,20.650,2,car,0.7801,301.89,180.24,355.78,218.22
415,20.700,2,car,0.7637,301.93,180.49,355.68,219.22
416,20.750,2,car,0.7999,301.96,179.88,355.78,219.10
417,20.800,2,car,0.8196,303.11,180.27,355.36,218.78
418,20.850,2,car,0.5263,302.11,179.77,354.73,218.58
419,20.900,2,car,0.6738,302.69,180.09,354.13,218.08
420,20.950,2,car,0.6111,302.22,180.65,355.33,218.71
420,20.950,2,car,0.2656,316.08,179.34,343.12,192.58
421,21.000,2,car,0.6965,303.26,180.64,355.05,218.81
422,21.050,2,car,0.8117,303.95,179.62,355.36,217.73
423,21.100,2,car,0.3217,302.58,183.50,355.15,218.40
424,21.150,2,car,0.3359,312.65,178.67,344.19,192.95
424,21.150,2,car,0.2581,301.31,180.89,358.28,224.57
425,21.200,2,car,0.4410,302.32,180.18,353.71,217.48
425,21.200,2,car,0.2906,312.43,178.51,344.83,193.20
426,21.250,2,car,0.3926,303.12,181.00,357.27,225.12
427,21.300,2,car,0.3284,317.51,178.78,345.33,192.04
427,21.300,2,car,0.2964,303.09,181.42,355.24,219.77
428,21.350,2,car,0.2907,473.36,182.19,521.85,198.97
429,21.400,2,car,0.5808,303.68,180.83,358.78,219.43
429,21.400,2,car,0.2844,471.48,182.63,515.04,198.26
430,21.450,2,car,0.4019,468.95,181.33,513.09,198.94
431,21.500,2,car,0.6754,467.70,180.77,511.62,198.28
431,21.500,2,car,0.2976,313.64,179.43,345.18,192.57
431,21.500,2,car,0.2750,304.07,187.86,357.16,216.30
432,21.550,2,car,0.4662,466.21,180.56,507.61,198.39
432,21.550,2,car,0.2989,303.61,189.20,358.32,217.88
432,21.550,2,car,0.2680,315.99,180.28,342.47,191.58
433,21.600,2,car,0.4280,464.74,180.66,505.52,198.24
433,21.600,2,car,0.3772,304.46,179.51,358.95,221.76
434,21.650,2,car,0.7576,304.95,179.20,359.02,217.63
435,21.700,2,car,0.4000,306.88,179.11,356.06,214.86
435,21.700,2,car,0.3164,470.46,180.78,499.16,198.18
437,21.800,2,car,0.5983,305.21,179.68,356.04,221.07
444,22.150,2,car,0.3023,313.76,178.29,349.51,192.23
446,22.250,2,car,0.5259,305.07,178.72,357.47,215.97
447,22.300,2,car,0.3967,435.06,178.25,464.66,194.97
447,22.300,2,car,0.3145,313.37,177.78,348.43,191.98
448,22.350,2,car,0.6695,304.37,178.07,357.37,217.33
448,22.350,2,car,0.4201,431.73,177.66,462.26,194.22
449,22.400,2,car,0.2830,430.75,177.82,459.51,194.52
450,22.450,2,car,0.3319,434.26,178.02,456.80,193.51
450,22.450,2,car,0.3240,305.31,178.69,354.27,215.68
451,22.500,2,car,0.4760,306.38,179.51,354.31,213.44
451,22.500,2,car,0.3970,434.54,178.47,454.79,192.38
452,22.550,2,car,0.3771,432.12,178.38,451.34,192.40
452,22.550,2,car,0.2706,306.20,179.05,354.34,213.94
454,22.650,2,car,0.3427,424.09,177.99,447.31,193.11
455,22.700,2,car,0.5552,424.71,178.15,445.74,192.15
455,22.700,2,car,0.4002,303.64,179.22,355.03,216.48
456,22.750,2,car,0.3293,424.50,178.65,443.63,191.98
458,22.850,2,car,0.2576,419.33,178.92,439.72,191.46
459,22.900,2,car,0.2933,418.32,179.68,438.51,191.15
460,22.950,2,car,0.3096,415.06,178.94,438.05,191.54
460,22.950,2,car,0.2514,308.85,181.44,365.33,215.00
461,23.000,2,car,0.7504,309.11,178.71,369.39,218.39
462,23.050,2,car,0.8118,310.67,178.21,370.64,219.97
462,23.050,2,car,0.3158,413.69,176.80,434.86,191.29
463,23.100,2,car,0.7870,313.51,179.58,366.33,219.81
463,23.100,2,car,0.3482,411.30,179.72,432.04,192.26
464,23.150,2,car,0.6108,315.92,178.06,376.57,224.80
468,23.350,2,car,0.3251,327.30,181.32,380.68,222.09
469,23.400,2,car,0.4281,332.19,178.12,382.49,222.66
470,23.450,2,car,0.7076,334.84,179.32,385.25,216.27
470,23.450,2,car,0.2840,399.09,177.25,417.87,191.74
