frame_id,timestamp,class_id,class_name,confidence,x0,y0,x1,y1
1,0.000,2,car,0.5217,251.27,186.12,283.20,205.23
1,0.000,2,car,0.4507,208.62,179.14,242.84,201.60
1,0.000,2,car,0.4458,208.63,178.68,243.63,201.59
1,0.000,2,car,0.2930,315.45,175.70,327.81,189.56
2,0.050,2,car,0.7258,208.68,179.97,236.90,201.23
2,0.050,2,car,0.4048,314.89,175.87,327.85,189.54
2,0.050,2,car,0.3201,251.57,185.15,283.66,204.82
3,0.100,2,car,0.5177,208.96,178.84,242.46,201.18
4,0.150,2,car,0.6658,209.03,179.51,242.43,201.17
4,0.150,2,car,0.2932,315.28,176.94,327.63,189.27
4,0.150,2,car,0.2878,251.36,186.08,282.65,204.49
5,0.200,2,car,0.6679,208.95,179.25,242.31,201.14
5,0.200,2,car,0.3016,315.65,176.89,327.68,189.38
6,0.250,2,car,0.6854,208.80,179.82,238.79,200.69
6,0.250,2,car,0.2935,251.12,185.06,283.04,204.79
7,0.300,2,car,0.6005,208.82,179.81,239.28,201.09
7,0.300,2,car,0.3466,315.58,177.16,327.73,189.36
8,0.350,2,car,0.4905,208.85,179.71,239.88,200.98
8,0.350,2,car,0.3119,315.44,176.77,327.64,189.27
8,0.350,2,car,0.2900,208.86,178.70,242.96,201.30
9,0.400,2,car,0.6418,208.74,179.84,239.35,200.93
9,0.400,2,car,0.4052,251.42,184.66,283.31,204.92
9,0.400,2,car,0.3268,315.48,176.96,327.52,189.15
10,0.450,2,car,0.5933,208.93,180.03,239.77,201.01
10,0.450,2,car,0.4336,251.30,184.97,283.06,205.06
10,0.450,2,car,0.3519,315.34,176.70,327.51,189.31
11,0.500,2,car,0.6760,208.91,180.08,238.97,201.04
11,0.500,2,car,0.2945,315.65,176.73,327.43,189.35
12,0.550,2,car,0.5555,208.75,179.57,239.39,201.78
12,0.550,2,car,0.3575,208.79,178.68,242.84,201.80
12,0.550,2,car,0.3320,315.01,177.13,327.45,189.55
13,0.600,2,car,0.4419,208.28,179.02,243.46,202.02
13,0.600,2,car,0.2882,315.72,176.84,327.51,189.69
14,0.650,2,car,0.6393,207.82,180.08,238.04,201.74
14,0.650,2,car,0.2661,207.85,179.03,242.23,201.91
14,0.650,2,car,0.2609,315.57,176.67,327.29,189.87
15,0.700,2,car,0.6165,207.17,179.98,236.94,202.00
15,0.700,7,truck,0.3610,250.13,179.34,285.33,205.69
15,0.700,2,car,0.3095,315.19,176.58,327.50,189.93
15,0.700,2,car,0.2741,206.98,178.66,241.78,202.12
16,0.750,2,car,0.7228,206.87,180.52,236.59,201.89
16,0.750,2,car,0.3226,315.36,176.70,327.61,190.00
16,0.750,2,car,0.2780,206.63,179.29,241.30,202.23
16,0.750,7,truck,0.2651,249.73,180.05,285.26,205.71
17,0.800,2,car,0.7327,206.22,180.42,235.33,202.36
17,0.800,7,truck,0.3442,249.43,178.91,285.33,205.67
17,0.800,2,car,0.2910,315.44,176.74,327.27,189.95
18,0.850,2,car,0.6454,204.96,180.68,236.48,202.51
18,0.850,2,car,0.3602,204.74,179.53,240.50,202.87
18,0.850,2,car,0.3222,315.51,176.58,327.44,189.92
18,0.850,7,truck,0.2776,249.57,179.84,285.31,205.80
19,0.900,2,car,0.7386,203.94,180.18,235.29,202.58
19,0.900,7,truck,0.4392,249.14,178.76,285.46,205.82
19,0.900,2,car,0.3230,315.31,176.66,327.43,190.10
20,0.950,2,car,0.4289,203.13,179.41,240.53,203.37
20,0.950,2,car,0.4187,314.89,176.57,327.56,190.04
20,0.950,2,car,0.3881,203.26,180.09,239.33,202.99
20,0.950,7,truck,0.2599,248.40,181.32,284.96,206.15
21,1.000,2,car,0.5698,202.82,180.00,239.08,202.86
21,1.000,2,car,0.5375,202.93,179.60,239.89,203.13
21,1.000,2,car,0.4188,314.90,176.44,327.63,190.08
21,1.000,2,car,0.2540,247.89,181.01,284.80,206.59
22,1.050,2,car,0.5763,202.43,178.23,239.40,203.39
22,1.050,2,car,0.3911,202.50,178.70,239.22,203.00
22,1.050,2,car,0.3563,314.97,176.34,327.80,190.21
22,1.050,7,truck,0.2928,247.17,181.21,284.67,206.68
23,1.100,2,car,0.5593,201.85,179.35,237.53,202.87
23,1.100,2,car,0.5531,201.81,178.79,238.91,203.33
23,1.100,2,car,0.4034,314.45,176.20,328.03,190.21
24,1.150,2,car,0.4288,314.89,176.27,328.08,190.18
24,1.150,2,car,0.4108,201.64,179.69,238.57,203.40
24,1.150,2,car,0.3957,200.78,180.30,231.14,202.91
24,1.150,7,truck,0.2988,245.54,181.42,284.38,207.11
25,1.200,2,car,0.6898,200.69,180.69,229.97,203.58
25,1.200,2,car,0.4095,314.78,176.27,327.89,189.92
25,1.200,7,truck,0.2957,245.12,183.03,281.94,207.32
26,1.250,2,car,0.6656,200.06,180.48,231.05,203.44
26,1.250,2,car,0.4758,314.58,176.20,327.82,190.15
26,1.250,2,car,0.4669,200.00,179.55,236.95,203.60
26,1.250,7,truck,0.2866,245.12,183.64,281.61,207.31
26,1.250,2,car,0.2669,245.24,185.23,279.70,207.35
27,1.300,2,car,0.6192,199.71,178.76,237.24,204.06
27,1.300,2,car,0.4768,314.44,176.35,327.95,190.05
27,1.300,7,truck,0.3358,244.15,183.63,281.92,207.73
