frame_id,timestamp,class_id,class_name,confidence,x0,y0,x1,y1
62,3.050,7,truck,0.2622,174.29,159.51,253.76,193.78
66,3.250,7,truck,0.2550,158.09,157.87,240.74,193.85
71,3.500,5,bus,0.4414,136.63,157.18,219.71,195.00
74,3.650,5,bus,0.3142,121.30,156.50,204.09,192.94
75,3.700,5,bus,0.4740,115.43,155.57,205.95,195.80
76,3.750,5,bus,0.5412,109.97,156.17,203.83,195.49
77,3.800,5,bus,0.6581,103.62,155.93,194.48,194.92
78,3.850,5,bus,0.3463,97.03,155.72,190.40,193.76
79,3.900,5,bus,0.3145,91.30,155.52,186.29,196.02
80,3.950,5,bus,0.6016,84.67,155.10,181.47,192.42
81,4.000,5,bus,0.3368,77.22,154.62,178.38,193.52
82,4.050,5,bus,0.4682,70.49,154.28,171.40,193.15
83,4.100,5,bus,0.3990,61.81,153.98,161.91,192.93
84,4.150,5,bus,0.4520,53.38,153.49,156.54,194.52
85,4.200,5,bus,0.5040,44.66,152.74,150.28,194.01
86,4.250,5,bus,0.4595,36.08,152.81,141.72,194.20
87,4.300,5,bus,0.3863,27.69,152.39,140.58,194.88
88,4.350,5,bus,0.3996,19.43,152.57,130.66,195.41
88,4.350,7,truck,0.2693,19.43,152.57,130.66,195.41
89,4.400,7,truck,0.3913,11.66,151.99,129.66,195.72
89,4.400,5,bus,0.2675,11.66,151.99,129.66,195.72
90,4.450,7,truck,0.4309,2.56,151.89,125.01,195.44
90,4.450,5,bus,0.2512,2.56,151.89,125.01,195.44
91,4.500,5,bus,0.5030,0.10,151.73,117.88,195.90
91,4.500,7,truck,0.2659,0.10,151.73,117.88,195.90
92,4.550,5,bus,0.6416,0.19,151.25,111.94,195.85
93,4.600,5,bus,0.5221,0.20,150.89,107.48,196.05
94,4.650,5,bus,0.5309,0.15,150.70,99.95,196.20
95,4.700,5,bus,0.4483,0.25,150.30,93.27,196.20
95,4.700,7,truck,0.3657,0.25,150.30,93.27,196.20
96,4.750,7,truck,0.5907,0.03,149.85,86.66,196.53
97,4.800,5,bus,0.4617,0.00,149.84,79.60,197.10
97,4.800,7,truck,0.3864,0.00,149.84,79.60,197.10
98,4.850,7,truck,0.4442,0.06,149.41,73.67,197.44
98,4.850,5,bus,0.3176,0.06,149.41,73.67,197.44
99,4.900,7,truck,0.3662,0.00,149.05,65.90,196.86
99,4.900,5,bus,0.3152,0.00,149.05,65.90,196.86
100,4.950,5,bus,0.5537,0.17,148.40,58.44,196.69
101,5.000,5,bus,0.3178,0.27,148.35,50.60,195.42
102,5.050,5,bus,0.4100,0.37,147.88,43.12,195.08
103,5.100,5,bus,0.2739,0.40,147.43,35.58,194.93
104,5.150,2,car,0.4036,0.11,146.52,27.88,189.20
202,10.050,0,person,0.6480,188.76,187.18,202.07,220.42
203,10.100,0,person,0.3629,185.38,188.47,200.32,220.71
204,10.150,0,person,0.6813,186.54,188.18,200.96,220.80
205,10.200,0,person,0.5526,189.34,187.62,202.35,220.92
206,10.250,0,person,0.5011,189.26,187.49,202.39,221.46
207,10.300,0,person,0.5172,189.94,187.76,202.98,221.99
208,10.350,0,person,0.5045,191.95,187.33,203.97,220.79
209,10.400,0,person,0.4460,192.95,187.92,204.72,221.00
210,10.450,0,person,0.4904,192.73,188.14,205.51,221.99
211,10.500,0,person,0.5166,192.10,187.96,205.89,222.64
212,10.550,0,person,0.6374,192.46,187.85,205.94,222.26
213,10.600,0,person,0.3244,191.07,188.40,207.71,222.55
214,10.650,0,person,0.6221,190.03,189.35,208.44,222.73
215,10.700,0,person,0.6866,190.26,189.20,210.26,223.12
216,10.750,0,person,0.7409,190.84,190.07,209.37,223.69
217,10.800,0,person,0.7269,191.84,189.79,208.66,224.01
218,10.850,0,person,0.6355,192.61,190.33,207.92,224.76
219,10.900,0,person,0.4397,192.06,190.98,207.66,226.31
220,10.950,0,person,0.5968,194.35,190.59,207.66,226.61
221,11.000,0,person,0.5560,190.03,190.70,207.39,228.41
222,11.050,0,person,0.7137,190.04,190.49,207.76,228.54
223,11.100,0,person,0.5565,188.10,190.69,208.41,229.36
226,11.250,0,person,0.3911,184.50,191.62,206.14,233.45
227,11.300,0,person,0.4637,188.11,191.72,204.99,234.79
228,11.350,0,person,0.6011,183.22,191.55,204.89,238.79
230,11.450,0,person,0.7105,181.33,191.67,205.24,241.72
231,11.500,0,person,0.7370,182.04,191.16,204.51,240.40
232,11.550,0,person,0.7773,179.79,191.27,204.13,241.62
233,11.600,0,person,0.7810,178.34,191.30,204.34,243.99
234,11.650,0,person,0.6975,177.61,192.11,204.22,245.67
235,11.700,0,person,0.7777,175.24,192.82,203.59,247.47
236,11.750,0,person,0.8109,174.54,193.77,203.23,247.70
237,11.800,0,person,0.7719,176.97,194.81,202.23,247.31
238,11.850,0,person,0.7050,179.21,194.85,201.97,249.40
239,11.900,0,person,0.7570,179.85,196.20,203.95,251.66
240,11.950,0,person,0.8308,179.37,195.64,208.03,253.04
241,12.000,0,person,0.8567,178.46,195.56,208.32,254.00
242,12.050,0,person,0.8649,175.90,195.23,208.34,255.78
243,12.100,0,person,0.8586,174.34,196.30,208.57,258.22
244,12.150,0,person,0.8825,171.37,196.04,207.67,260.92
245,12.200,0,person,0.8656,172.22,196.67,206.51,263.35
246,12.250,0,person,0.8595,176.25,197.47,205.47,265.50
247,12.300,0,person,0.8560,178.34,198.21,203.45,267.93
248,12.350,0,person,0.8536,178.82,198.08,205.52,270.60
