frame_id,timestamp,class_id,class_name,confidence,x0,y0,x1,y1
29,1.400,0,person,0.3274,64.88,187.22,73.81,202.22
66,3.250,2,car,0.3015,314.96,179.00,329.48,190.18
68,3.350,2,car,0.4483,315.14,179.71,329.69,190.05
69,3.400,2,car,0.3335,315.19,179.47,329.50,189.96
87,4.300,2,car,0.2901,305.73,179.74,321.41,189.87
123,6.100,2,car,0.4606,145.43,178.93,166.59,189.43
129,6.400,2,car,0.3796,74.12,179.14,101.66,189.63
130,6.450,2,car,0.4178,52.60,178.37,80.02,190.03
131,6.500,2,car,0.4379,23.21,178.75,54.52,189.96
153,7.600,0,person,0.3422,487.57,135.40,509.78,227.01
156,7.750,0,person,0.2942,97.40,160.94,118.88,191.44
209,10.400,2,car,0.2721,311.42,184.30,334.09,200.51
210,10.450,2,car,0.2998,310.96,183.46,334.23,201.28
211,10.500,2,car,0.3388,310.66,183.72,334.49,201.78
212,10.550,2,car,0.5432,310.48,183.79,334.49,201.85
214,10.650,2,car,0.3348,309.58,183.08,335.21,202.77
215,10.700,2,car,0.5762,309.45,183.61,335.20,202.66
216,10.750,2,car,0.6005,309.03,181.77,335.71,203.34
217,10.800,2,car,0.5781,308.97,181.28,336.02,203.95
221,11.000,2,car,0.4609,307.87,179.17,338.08,206.19
222,11.050,2,car,0.6366,308.06,178.75,338.46,206.50
223,11.100,2,car,0.7770,307.26,178.84,339.14,207.15
224,11.150,2,car,0.7430,307.26,178.83,339.72,207.42
225,11.200,2,car,0.8077,306.79,178.54,340.44,208.26
226,11.250,2,car,0.8137,306.82,178.88,340.79,209.04
227,11.300,2,car,0.8191,306.71,178.60,341.15,209.66
228,11.350,2,car,0.8469,306.40,178.69,341.28,210.12
229,11.400,2,car,0.8749,306.37,179.18,342.00,210.72
230,11.450,2,car,0.8566,306.01,179.06,342.66,211.44
231,11.500,2,car,0.8868,305.68,179.23,343.06,212.33
232,11.550,2,car,0.8871,305.35,179.57,343.72,214.05
233,11.600,2,car,0.8926,304.71,179.46,344.20,214.74
234,11.650,2,car,0.9015,304.32,179.31,344.85,215.63
235,11.700,2,car,0.8968,304.04,178.96,345.58,216.62
236,11.750,2,car,0.8997,303.58,178.92,346.01,217.96
237,11.800,2,car,0.9012,302.93,179.15,347.82,218.89
238,11.850,2,car,0.9151,302.12,178.82,348.84,220.00
239,11.900,2,car,0.9146,301.42,179.26,349.15,221.12
240,11.950,2,car,0.9197,300.59,179.21,349.94,222.91
241,12.000,2,car,0.9230,299.71,179.23,350.50,223.82
242,12.050,2,car,0.9329,299.10,179.15,351.37,225.74
243,12.100,2,car,0.9247,298.71,178.79,351.88,226.80
244,12.150,2,car,0.9337,298.21,178.43,353.05,227.71
245,12.200,2,car,0.9284,298.02,178.59,353.82,228.98
246,12.250,2,car,0.9223,297.68,178.63,354.55,230.48
247,12.300,2,car,0.9227,296.95,178.17,356.03,231.48
248,12.350,2,car,0.9256,296.63,177.84,356.98,231.80
249,12.400,2,car,0.9252,296.40,177.90,356.84,231.90
250,12.450,2,car,0.9192,296.25,177.89,357.27,232.03
251,12.500,2,car,0.9128,296.13,177.97,357.54,232.40
252,12.550,2,car,0.9191,295.74,178.15,357.57,233.19
253,12.600,2,car,0.9149,295.61,178.74,357.84,233.72
254,12.650,2,car,0.9000,295.30,178.74,358.39,234.45
255,12.700,2,car,0.9135,295.35,178.79,359.44,235.49
256,12.750,2,car,0.9161,294.64,179.15,359.75,236.12
257,12.800,2,car,0.9226,293.96,179.19,360.02,237.73
258,12.850,2,car,0.9293,293.08,179.19,360.43,239.13
259,12.900,2,car,0.7009,292.49,179.23,361.61,240.75
260,12.950,2,car,0.9296,292.27,179.71,362.72,241.88
261,13.000,2,car,0.9157,290.84,179.71,364.16,243.56
262,13.050,2,car,0.9350,290.43,179.50,365.62,244.55
263,13.100,2,car,0.9307,290.02,179.30,366.34,245.86
264,13.150,2,car,0.9309,289.20,179.19,367.58,247.33
265,13.200,2,car,0.9286,289.03,179.24,367.91,248.45
266,13.250,2,car,0.9220,288.33,179.02,369.62,250.35
267,13.300,2,car,0.9233,287.77,178.95,371.62,251.31
268,13.350,2,car,0.9206,287.33,178.78,373.48,253.11
269,13.400,2,car,0.9241,286.14,179.06,375.23,255.25
270,13.450,2,car,0.9364,285.17,178.93,376.11,257.64
271,13.500,2,car,0.9358,283.88,178.59,378.03,259.58
272,13.550,2,car,0.9332,282.64,178.38,380.38,261.79
273,13.600,2,car,0.9329,281.71,178.25,381.94,263.43
274,13.650,2,car,0.9396,280.99,177.70,382.53,265.71
275,13.700,2,car,0.9312,280.13,177.87,383.95,268.74
276,13.750,2,car,0.9074,279.20,177.58,387.54,272.28
277,13.800,2,car,0.8374,275.98,176.94,389.37,274.38
277,13.800,2,car,0.3430,276.27,176.95,388.59,274.71
278,13.850,2,car,0.9132,274.29,176.72,391.93,277.28
279,13.900,2,car,0.9228,273.23,176.79,396.90,280.62
280,13.950,2,car,0.9169,271.77,176.23,399.45,284.80
281,14.000,2,car,0.9179,270.92,176.62,399.82,288.63
282,14.050,2,car,0.9154,266.60,176.57,403.03,292.93
283,14.100,2,car,0.9180,266.33,176.37,406.02,297.68
284,14.150,2,car,0.9224,264.13,176.09,410.14,301.63
285,14.200,2,car,0.9238,262.42,175.70,414.85,305.26
286,14.250,2,car,0.9192,257.23,176.21,416.72,309.89
287,14.300,2,car,0.9166,256.80,175.75,420.08,314.08
288,14.350,2,car,0.9160,256.15,175.52,423.22,318.73
289,14.400,2,car,0.9157,255.40,175.40,424.66,320.81
290,14.450,2,car,0.9124,255.26,175.51,424.94,320.46
291,14.500,2,car,0.9160,255.19,175.54,425.21,320.63
292,14.550,2,car,0.9138,255.28,175.60,425.03,320.70
293,14.600,2,car,0.9163,255.30,175.65,424.91,320.82
294,14.650,2,car,0.9177,255.21,175.73,424.95,321.19
295,14.700,2,car,0.9172,255.30,175.65,424.96,321.14
296,14.750,2,car,0.9169,255.36,175.75,425.08,321.30
297,14.800,2,car,0.9158,255.40,175.65,424.90,321.38
298,14.850,2,car,0.9163,255.35,175.63,424.92,321.43
299,14.900,2,car,0.9158,255.39,175.72,424.88,321.42
300,14.950,2,car,0.9172,255.33,175.68,424.93,321.46
301,15.000,2,car,0.9175,255.24,175.68,424.92,321.56
302,15.050,2,car,0.9179,255.23,175.71,425.00,321.46
303,15.100,2,car,0.9182,255.22,175.73,425.06,321.37
304,15.150,2,car,0.9176,255.34,175.84,424.93,321.41
305,15.200,2,car,0.9164,255.23,176.00,424.97,321.58
306,15.250,2,car,0.9179,255.30,176.02,425.01,321.56
307,15.300,2,car,0.9176,255.21,176.01,425.05,321.48
308,15.350,2,car,0.9191,255.29,175.94,424.93,321.52
309,15.400,2,car,0.9191,255.18,176.20,424.89,321.46
310,15.450,2,car,0.9186,255.23,176.08,425.08,321.54
311,15.500,2,car,0.9193,255.28,176.16,425.01,321.46
